OID_,Nom_Fr,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90,Annee,Latitude,Longitude
0,Manitoba,1,844301.000000000000000,652580.100372000015341,0.000000000000000,63.000000000000000,63.000000000000000,0.966047368310000,4.312236020860000,815634.759110999992117,0.000000000000000,0.000000000000000,2000,6352574.315499999560416,-6920858.310399999842048
1,Saskatchewan,2,842150.000000000000000,650866.902372000040486,0.000000000000000,63.000000000000000,63.000000000000000,1.325656303680000,4.302783540580000,1116401.456149999983609,0.000000000000000,6.696979999540000,2000,6298428.989670000039041,-7578127.895890000276268
2,Alberta,3,858718.000000000000000,663767.607930999947712,0.000000000000000,63.000000000000000,63.000000000000000,2.706360177850000,6.926596554950000,2324000.199210000224411,0.000000000000000,9.114643096920000,2000,6377730.983239999972284,-8092010.764320000074804
3,Colombie-Britannique,4,1223875.000000000000000,945915.918842999963090,0.000000000000000,63.000000000000000,63.000000000000000,0.737241884487000,4.577580475770000,902291.911376000032760,0.000000000000000,0.000000000000000,2000,6329542.899559999816120,-8860386.981629999354482
4,Nunavut,5,2239033.000000000000000,2080185.170910000102594,0.000000000000000,59.133007049600003,59.133007049600003,0.003741639915880,0.304043930860000,8377.655245780000769,0.000000000000000,0.000000000000000,2000,7676886.416550000198185,-4659954.224860000424087
5,Territoires du Nord-Ouest,6,1680355.000000000000000,1348422.950320000061765,0.000000000000000,63.000000000000000,63.000000000000000,0.027752171378100,0.885444477879000,46633.499936100000923,0.000000000000000,0.000000000000000,2000,7376359.833970000036061,-6783249.735630000010133
6,Yukon,7,625756.000000000000000,484478.697677000018302,0.000000000000000,63.000000000000000,63.000000000000000,0.037868019725800,1.075596359500000,23696.140551600001345,0.000000000000000,0.000000000000000,2000,7192572.987800000235438,-8159359.438830000348389
7,Ontario,8,1395699.000000000000000,1077557.106549999909475,0.000000000000000,63.000000000000000,63.000000000000000,1.884261868630000,7.111128122160000,2629862.405780000146478,0.000000000000000,6.301584720610000,2000,5851324.427550000138581,-6507734.680350000038743
8,Québec,9,1948587.000000000000000,1505518.145239999983460,0.000000000000000,63.000000000000000,63.000000000000000,1.372889103570000,6.258232206220000,2675193.859649999998510,0.000000000000000,0.000000000000000,2000,6169920.398219999857247,-5226054.057670000009239
9,Nouveau-Brunswick,10,94248.000000000000000,72702.377886500005843,0.000000000000000,63.000000000000000,63.000000000000000,4.903377962560000,9.099775130739999,462133.566214999998920,0.000000000000000,14.185741424600000,2000,5514447.739479999989271,-5263617.948739999905229
